Frame,Node Number,X,Y,Z
10,8,0.386799693107605,0.39256927371025085,-0.16357117891311646
10,12,0.4177732467651367,0.3984023332595825,-0.14664344489574432
11,4,0.3612537682056427,0.29885584115982056,-0.14291158318519592
11,8,0.3779861032962799,0.39094218611717224,-0.15144343674182892
11,12,0.4081924855709076,0.41391175985336304,-0.134011372923851
12,4,0.3491232693195343,0.3034329116344452,-0.14408788084983826
12,8,0.36169445514678955,0.3999350368976593,-0.1588195264339447
12,12,0.3949093222618103,0.4068092107772827,-0.13937416672706604
13,4,0.35154271125793457,0.30252355337142944,-0.15474824607372284
13,8,0.36393019556999207,0.38154640793800354,-0.17345993220806122
13,12,0.3951897621154785,0.39375999569892883,-0.15395337343215942
14,4,0.36186787486076355,0.28305262327194214,-0.15787775814533234
14,8,0.3603951930999756,0.3660880923271179,-0.17457127571105957
14,12,0.3941138982772827,0.38431409001350403,-0.15936651825904846
15,4,0.3542887270450592,0.2794567942619324,-0.15720248222351074
15,8,0.35664069652557373,0.36801424622535706,-0.17790697515010834
15,12,0.3875052332878113,0.3879167437553406,-0.16658265888690948
16,4,0.3677951395511627,0.31841936707496643,-0.15345679223537445
16,8,0.36141979694366455,0.3704524040222168,-0.17184777557849884
16,12,0.3862369656562805,0.3871169984340668,-0.15191830694675446
17,4,0.3741115629673004,0.29998475313186646,-0.15690705180168152
17,8,0.36580148339271545,0.3854578733444214,-0.18710580468177795
17,12,0.4009329080581665,0.39341607689857483,-0.1675190031528473
18,4,0.40745222568511963,0.3061622083187103,-0.15343880653381348
18,8,0.3758602440357208,0.40058743953704834,-0.17541593313217163
18,12,0.4092598855495453,0.41579174995422363,-0.16161541640758514
19,4,0.4137144088745117,0.3285229802131653,-0.1537511795759201
19,8,0.3822116255760193,0.3928859531879425,-0.1692802608013153
19,12,0.4156379699707031,0.4147748053073883,-0.151870459318161
20,4,0.42556995153427124,0.3400436341762543,-0.14011241495609283
20,8,0.387714684009552,0.3892214298248291,-0.16084907948970795
20,12,0.4194081127643585,0.4330500662326813,-0.1434095799922943
21,4,0.4247046709060669,0.3202345669269562,-0.14146216213703156
21,8,0.39035648107528687,0.38409239053726196,-0.15664784610271454
21,12,0.41702842712402344,0.4119515120983124,-0.1444583684206009
22,4,0.4261198043823242,0.29768091440200806,-0.15262089669704437
22,8,0.4000769257545471,0.3685203194618225,-0.16919110715389252
22,12,0.4280857443809509,0.403499037027359,-0.15397422015666962
23,4,0.4361449182033539,0.28451937437057495,-0.1328880339860916
23,8,0.41136276721954346,0.3293358385562897,-0.15041092038154602
23,12,0.4202680289745331,0.32284411787986755,-0.13371224701404572
24,4,0.44695502519607544,0.2670214772224426,-0.13295075297355652
24,8,0.41757816076278687,0.31735607981681824,-0.14976216852664948
24,12,0.44760841131210327,0.3270472288131714,-0.12154634296894073
25,4,0.45004576444625854,0.27746492624282837,-0.12861160933971405
25,8,0.43612053990364075,0.3312462270259857,-0.14205728471279144
25,12,0.4677194058895111,0.342600017786026,-0.11666993796825409
26,4,0.4682092070579529,0.2557312250137329,-0.13618841767311096
26,8,0.4482702910900116,0.3371509909629822,-0.14959776401519775
26,12,0.48081520199775696,0.3455578088760376,-0.13232679665088654
27,4,0.4852690100669861,0.2700626850128174,-0.1458926796913147
27,8,0.46907973289489746,0.35251784324645996,-0.15917757153511047
27,12,0.4935903251171112,0.3526356518268585,-0.14436525106430054
28,4,0.46663010120391846,0.279461145401001,-0.1326623111963272
28,8,0.4761948883533478,0.3617822527885437,-0.151432067155838
28,12,0.4949236512184143,0.3693618178367615,-0.1260422021150589
29,4,0.46630555391311646,0.2864415645599365,-0.1509169042110443
29,8,0.47981536388397217,0.3629702925682068,-0.17654776573181152
29,12,0.498313844203949,0.383794367313385,-0.14843975007534027
30,4,0.4646990895271301,0.24040988087654114,-0.15367770195007324
30,8,0.5011501908302307,0.3457678556442261,-0.18585734069347382
30,12,0.5073096752166748,0.33009952306747437,-0.15986452996730804
31,4,0.46557334065437317,0.3385918140411377,-0.13309688866138458
31,8,0.5006685256958008,0.3432144522666931,-0.16449910402297974
31,12,0.5225510001182556,0.33462315797805786,-0.1276172697544098
32,4,0.49626320600509644,0.29061782360076904,-0.14617708325386047
32,8,0.5225257873535156,0.35213834047317505,-0.18236561119556427
32,12,0.5386977791786194,0.32561659812927246,-0.14756228029727936
33,4,0.4877428412437439,0.2945236563682556,-0.14481884241104126
33,8,0.5303034782409668,0.33656737208366394,-0.16499057412147522
33,12,0.5460454821586609,0.31581056118011475,-0.14232563972473145
34,4,0.507225513458252,0.23334500193595886,-0.16689489781856537
34,8,0.546509325504303,0.3134564757347107,-0.1860523372888565
34,12,0.5461866855621338,0.27081117033958435,-0.1483401358127594
35,4,0.49518105387687683,0.2649129033088684,-0.1956581473350525
35,8,0.538543701171875,0.30315500497817993,-0.1826094090938568
35,12,0.5384492874145508,0.2756137251853943,-0.14644114673137665
36,4,0.4891534447669983,0.25673261284828186,-0.19410738348960876
36,8,0.5382352471351624,0.303935170173645,-0.18164654076099396
36,12,0.5391872525215149,0.2772514224052429,-0.14251826703548431
37,4,0.49018117785453796,0.265170693397522,-0.17553651332855225
37,8,0.5447307229042053,0.2990027070045471,-0.16079337894916534
37,12,0.5381355285644531,0.266813188791275,-0.12336581200361252
38,4,0.4877430498600006,0.2925396263599396,-0.16699782013893127
38,8,0.5308274626731873,0.3197423219680786,-0.13210591673851013
38,12,0.5270111560821533,0.3010046184062958,-0.09782566130161285
39,4,0.49505358934402466,0.29893457889556885,-0.15712092816829681
39,8,0.5353471636772156,0.32100439071655273,-0.13285700976848602
39,12,0.5286424160003662,0.3063344955444336,-0.09395024925470352
40,4,0.49973201751708984,0.30717480182647705,-0.15694881975650787
40,8,0.5389866828918457,0.33135420083999634,-0.11976549029350281
40,12,0.5335772037506104,0.32340478897094727,-0.07582198828458786
41,4,0.5061691999435425,0.3045826554298401,-0.15712733566761017
41,8,0.550649881362915,0.3393777310848236,-0.12362784892320633
41,12,0.5406906008720398,0.32843804359436035,-0.08031114935874939
42,4,0.5185769200325012,0.2845926880836487,-0.12663932144641876
42,8,0.5567644834518433,0.31724613904953003,-0.09004783630371094
42,12,0.5428692102432251,0.30873435735702515,-0.05316272750496864
43,4,0.509947657585144,0.28631535172462463,-0.11983780562877655
43,8,0.5596583485603333,0.298724889755249,-0.09435074776411057
43,12,0.541085958480835,0.2875438332557678,-0.0580386146903038
44,4,0.5112883448600769,0.2742553949356079,-0.12257572263479233
44,8,0.5601364374160767,0.2732695937156677,-0.0938665121793747
44,12,0.5417020916938782,0.2614676058292389,-0.0662379190325737
45,4,0.5075867772102356,0.2461993396282196,-0.12962393462657928
45,8,0.5538387298583984,0.25677189230918884,-0.10117454826831818
45,12,0.5370761156082153,0.23614627122879028,-0.07665208727121353
46,4,0.5009494423866272,0.2225777506828308,-0.1218273714184761
46,8,0.5432991981506348,0.2299031913280487,-0.0930912122130394
46,12,0.5288143754005432,0.20956695079803467,-0.0734921544790268
47,4,0.49467694759368896,0.19778239727020264,-0.12314552813768387
47,8,0.5523993372917175,0.19412314891815186,-0.10883315652608871
47,12,0.5274240374565125,0.17558971047401428,-0.0791168063879013
48,4,0.49464190006256104,0.1825481355190277,-0.11944257467985153
48,8,0.550264835357666,0.1677573323249817,-0.10892646014690399
48,12,0.5334434509277344,0.14431002736091614,-0.07987617701292038
49,4,0.490786612033844,0.1663844883441925,-0.12034483999013901
49,8,0.5473347902297974,0.1633293628692627,-0.09883269667625427
49,12,0.5292189121246338,0.14135587215423584,-0.06648929417133331
50,4,0.48219677805900574,0.15830358862876892,-0.1125403568148613
50,8,0.5429649353027344,0.15054064989089966,-0.09748167544603348
50,12,0.5297113656997681,0.12734022736549377,-0.0641065314412117
51,4,0.476663738489151,0.151389479637146,-0.11120845377445221
51,8,0.5359705686569214,0.15125662088394165,-0.10117653757333755
51,12,0.5272944569587708,0.1221335232257843,-0.06848518550395966
52,4,0.46070659160614014,0.17183637619018555,-0.11070942133665085
52,8,0.5286480784416199,0.16214847564697266,-0.10223686695098877
52,12,0.5192725658416748,0.12048089504241943,-0.0684540793299675
53,4,0.46365463733673096,0.17335978150367737,-0.12000186741352081
53,8,0.5240392088890076,0.17042286694049835,-0.10765650868415833
53,12,0.5141711235046387,0.13316842913627625,-0.078960120677948
54,4,0.4615500569343567,0.17590117454528809,-0.1312720775604248
54,8,0.5254344940185547,0.17662349343299866,-0.12030887603759766
54,12,0.5193368196487427,0.13413429260253906,-0.0902741476893425
55,4,0.4752187132835388,0.1870129108428955,-0.13589589297771454
55,8,0.5355997085571289,0.17890894412994385,-0.1381901055574417
55,12,0.5187704563140869,0.14424601197242737,-0.10152854770421982
56,4,0.48288923501968384,0.1936335265636444,-0.13108360767364502
56,8,0.5376936197280884,0.21819424629211426,-0.14473003149032593
56,12,0.5356432199478149,0.16964855790138245,-0.11302437633275986
57,4,0.5015172958374023,0.18162548542022705,-0.1575120985507965
57,8,0.5502553582191467,0.23862750828266144,-0.16076797246932983
57,12,0.5358296036720276,0.19591794908046722,-0.12607263028621674
58,4,0.5143747329711914,0.19569168984889984,-0.16037534177303314
58,8,0.5704880356788635,0.27385085821151733,-0.15258125960826874
58,12,0.5553140640258789,0.2040645331144333,-0.11809554696083069
59,4,0.5045236349105835,0.2200155407190323,-0.1578080803155899
59,8,0.5707637071609497,0.2781716585159302,-0.161173477768898
59,12,0.5466053485870361,0.23157021403312683,-0.11979211866855621
60,4,0.4973512589931488,0.2523960471153259,-0.1335172802209854
60,8,0.5496522188186646,0.3501833379268646,-0.13946141302585602
60,12,0.535017728805542,0.2869190573692322,-0.11003045737743378
61,4,0.489777147769928,0.3181913495063782,-0.14378753304481506
61,8,0.541022539138794,0.41705864667892456,-0.14114975929260254
61,12,0.5220545530319214,0.3551173806190491,-0.10762236267328262
62,4,0.4799666404724121,0.328595906496048,-0.1592537760734558
62,8,0.5239422917366028,0.42446237802505493,-0.14130491018295288
62,12,0.5123165249824524,0.36351868510246277,-0.10433386266231537
63,4,0.4794624149799347,0.3409544825553894,-0.1773041933774948
63,8,0.5244251489639282,0.4506981074810028,-0.15529945492744446
63,12,0.511855959892273,0.39536330103874207,-0.12036802619695663
64,4,0.46406275033950806,0.31704989075660706,-0.2208298146724701
64,8,0.5082234144210815,0.4386724531650543,-0.2200162708759308
64,12,0.5157204270362854,0.37908899784088135,-0.1811050921678543
65,4,0.4430631399154663,0.3062346577644348,-0.23219655454158783
65,8,0.48395010828971863,0.4295925199985504,-0.2228265404701233
65,12,0.47798922657966614,0.3821512460708618,-0.18043267726898193
66,4,0.43743282556533813,0.26482412219047546,-0.27301469445228577
66,8,0.4688398241996765,0.4199190139770508,-0.295245498418808
66,12,0.48583847284317017,0.36513620615005493,-0.26332294940948486
67,4,0.4654022455215454,0.2110511064529419,-0.1874796450138092
67,8,0.49686598777770996,0.33619797229766846,-0.2295721024274826
67,12,0.500373899936676,0.3447350263595581,-0.21593992412090302
81,4,0.5959398150444031,0.3792572021484375,-0.3224523365497589
81,8,0.5907794237136841,0.45390784740448,-0.37104880809783936
81,12,0.6680483818054199,0.5422447919845581,-0.3278035819530487
82,4,0.6241859197616577,0.5245550870895386,-0.25940173864364624
82,8,0.6270830035209656,0.6034877896308899,-0.26255154609680176
82,12,0.6736734509468079,0.6416828036308289,-0.2264249175786972
83,4,0.6457400321960449,0.6705494523048401,-0.24628499150276184
83,8,0.6584232449531555,0.7243160009384155,-0.25860869884490967
83,12,0.6945648193359375,0.7546065449714661,-0.21600931882858276
84,4,0.6615439057350159,0.7248533368110657,-0.2279476821422577
84,8,0.6780220866203308,0.7788386344909668,-0.24451443552970886
84,12,0.7072460055351257,0.8167620301246643,-0.20017045736312866
85,4,0.6592860221862793,0.7442606091499329,-0.24028651416301727
85,8,0.6832869648933411,0.7913848757743835,-0.24062050879001617
85,12,0.7026808261871338,0.8274751305580139,-0.20301759243011475
86,4,0.6540699005126953,0.7718968391418457,-0.22792233526706696
86,8,0.6859320402145386,0.8221290707588196,-0.23050692677497864
86,12,0.6884937286376953,0.8310877084732056,-0.19670286774635315
87,4,0.6607741713523865,0.7747377753257751,-0.23833170533180237
87,8,0.6865811347961426,0.8423070311546326,-0.23451292514801025
87,12,0.6879838705062866,0.8838700652122498,-0.21162863075733185
88,4,0.6768319606781006,0.756931483745575,-0.2871282994747162
88,8,0.6922459006309509,0.8498889207839966,-0.29472383856773376
88,12,0.696380615234375,0.9561039209365845,-0.26476287841796875
89,4,0.6977275013923645,0.7660214304924011,-0.2814880311489105
89,8,0.7024968266487122,0.8380113840103149,-0.2887515425682068
89,12,0.6936382055282593,0.9434717297554016,-0.25796282291412354
90,4,0.7140294313430786,0.7505666017532349,-0.25327739119529724
90,8,0.7154334187507629,0.8125742673873901,-0.2316282093524933
90,12,0.6869772672653198,0.9221643209457397,-0.21128498017787933
91,4,0.7548206448554993,0.7182029485702515,-0.2887195348739624
91,8,0.720645010471344,0.7437322735786438,-0.23558349907398224
91,12,0.676264226436615,0.8050040602684021,-0.21638742089271545
92,4,0.8131135106086731,0.687774658203125,-0.3650047779083252
92,8,0.7459236979484558,0.6557129621505737,-0.3539087772369385
92,12,0.6896780133247375,0.6728763580322266,-0.33035188913345337
93,4,0.90279221534729,0.651793360710144,-0.3006271421909332
93,8,0.8442869186401367,0.7339329719543457,-0.31482550501823425
93,12,0.7810059189796448,0.535722553730011,-0.26701754331588745
94,4,0.8967834711074829,0.48537078499794006,-0.32836267352104187
94,8,0.9366745948791504,0.517620325088501,-0.3775090277194977
94,12,0.8628695011138916,0.5112478733062744,-0.34517666697502136
95,4,0.978591799736023,0.695701539516449,-0.14694756269454956
95,8,0.9617805480957031,0.8363863229751587,-0.21893464028835297
95,12,0.8902575969696045,0.725972592830658,-0.19968408346176147
97,4,0.5578548908233643,0.6846804618835449,-0.24003012478351593
97,8,0.4966786503791809,0.749459981918335,-0.22292280197143555
97,12,0.5302301049232483,0.606947124004364,-0.2135196030139923
123,4,0.5327678918838501,0.5524530410766602,-0.0341515876352787
123,8,0.5368735790252686,0.49606001377105713,-0.03643346577882767
123,12,0.5475667715072632,0.5132725834846497,-0.03026556596159935
126,4,0.3906114399433136,0.32053714990615845,-0.05316074192523956
126,8,0.5065077543258667,0.28063899278640747,-0.12307492643594742
126,12,0.45183780789375305,0.1594468057155609,-0.13887850940227509
127,4,0.350126177072525,0.30073389410972595,-0.26932665705680847
127,8,0.39915037155151367,0.09842726588249207,-0.4097103774547577
127,12,0.4585261046886444,0.1619623899459839,-0.3474421799182892
128,4,0.2942037582397461,0.22548645734786987,-0.2865442633628845
128,8,0.37802183628082275,0.12301230430603027,-0.3924139440059662
128,12,0.43621981143951416,0.15851765871047974,-0.354549378156662
129,4,0.3841657042503357,0.38116222620010376,-0.21319596469402313
129,8,0.3743908405303955,0.09497219324111938,-0.3715839684009552
129,12,0.4332943558692932,0.12977251410484314,-0.3560969829559326
188,4,0.6314185261726379,0.917704701423645,-0.18558360636234283
188,8,0.6957302689552307,0.9924458861351013,-0.23539018630981445
188,12,0.6993125677108765,0.9319865107536316,-0.19232168793678284
189,4,0.5837691426277161,0.807289183139801,-0.23736339807510376
189,8,0.6143317222595215,0.8791612386703491,-0.26874881982803345
189,12,0.5949194431304932,0.844912588596344,-0.2137174755334854
190,4,0.5446739196777344,0.766434371471405,-0.3083723783493042
190,8,0.5899859070777893,0.8353903293609619,-0.3493412435054779
190,12,0.5649344325065613,0.8449666500091553,-0.2809789478778839
191,4,0.5240813493728638,0.7615658044815063,-0.25043439865112305
191,8,0.5746935606002808,0.825882077217102,-0.27740272879600525
191,12,0.5523006319999695,0.8538374900817871,-0.22215919196605682
192,4,0.526939868927002,0.755703330039978,-0.21944507956504822
192,8,0.5695214867591858,0.8055338263511658,-0.21775533258914948
192,12,0.5751511454582214,0.8359550833702087,-0.17363828420639038
193,4,0.5302168726921082,0.7535623908042908,-0.2172960340976715
193,8,0.567719578742981,0.8007553815841675,-0.21769915521144867
193,12,0.5703476071357727,0.8162262439727783,-0.17248187959194183
194,4,0.5299369692802429,0.7452176809310913,-0.21544475853443146
194,8,0.5649771690368652,0.7994207143783569,-0.21694813668727875
194,12,0.5530444979667664,0.8126013875007629,-0.17618222534656525
195,4,0.5305784940719604,0.7424514889717102,-0.18016253411769867
195,8,0.5716174244880676,0.8091207146644592,-0.1763589233160019
195,12,0.5562514066696167,0.817833662033081,-0.14088794589042664
196,4,0.5340355634689331,0.7324013113975525,-0.2104797661304474
196,8,0.5749785900115967,0.7958130240440369,-0.19967162609100342
196,12,0.5636334419250488,0.8213845491409302,-0.1616085320711136
197,4,0.5488522052764893,0.7289078235626221,-0.21795232594013214
197,8,0.5839583277702332,0.8133189678192139,-0.2086026966571808
197,12,0.5654737949371338,0.8291271924972534,-0.17301970720291138
198,4,0.5587655305862427,0.7236890196800232,-0.178108811378479
198,8,0.5871437191963196,0.7921057939529419,-0.1731467992067337
198,12,0.5696468949317932,0.8122828006744385,-0.1448354870080948
199,4,0.5611411333084106,0.7121911644935608,-0.17204837501049042
199,8,0.5861846804618835,0.7837540507316589,-0.16592209041118622
199,12,0.5653491020202637,0.7934067249298096,-0.13953723013401031
200,4,0.566620945930481,0.7044863700866699,-0.16246727108955383
200,8,0.5922906398773193,0.7915712594985962,-0.15307140350341797
200,12,0.5734964609146118,0.783250629901886,-0.12477196007966995
201,4,0.5627447366714478,0.7081129550933838,-0.16540375351905823
201,8,0.5873515009880066,0.7849909067153931,-0.15495431423187256
201,12,0.5739041566848755,0.7629568576812744,-0.1258610039949417
202,4,0.563412070274353,0.6890571713447571,-0.1831749528646469
202,8,0.5830543041229248,0.7635394930839539,-0.16251127421855927
202,12,0.5687127709388733,0.7580780386924744,-0.13616804778575897
203,4,0.5788650512695312,0.6831778883934021,-0.20084933936595917
203,8,0.5842627286911011,0.7478259801864624,-0.18515196442604065
203,12,0.5639708638191223,0.7546325325965881,-0.1603928655385971
204,4,0.6384524703025818,0.8106152415275574,-0.21652929484844208
204,8,0.6877803206443787,0.8500802516937256,-0.19599872827529907
204,12,0.6302873492240906,0.8740656971931458,-0.1709117740392685
205,4,0.7334290146827698,1.0738492012023926,-0.12222548574209213
205,8,0.7656469345092773,0.9352103471755981,-0.046330008655786514
205,12,0.7920930981636047,0.9108626246452332,-0.002678150776773691
207,4,0.4697156548500061,0.6669021248817444,-0.3130321502685547
207,8,0.5330744385719299,0.7523363828659058,-0.4083496332168579
207,12,0.5148802399635315,0.7945833802223206,-0.2960430085659027
212,4,0.5292615294456482,0.6641116142272949,-0.14885050058364868
212,8,0.5591656565666199,0.7579361200332642,-0.1734965443611145
212,12,0.558203935623169,0.7590028643608093,-0.12500110268592834
213,4,0.5455679297447205,0.6695214509963989,-0.14902327954769135
213,8,0.5702614784240723,0.752075731754303,-0.164541095495224
213,12,0.5609977841377258,0.7456910610198975,-0.10893422365188599
214,4,0.5489875674247742,0.6470448970794678,-0.14195510745048523
214,8,0.572468101978302,0.741532027721405,-0.13971678912639618
214,12,0.5654950141906738,0.7196332216262817,-0.10571198165416718
215,4,0.5566442012786865,0.6309464573860168,-0.15175901353359222
215,8,0.577522873878479,0.7206204533576965,-0.1335936039686203
215,12,0.572654128074646,0.6997851729393005,-0.10101599246263504
216,4,0.5562381148338318,0.6022351980209351,-0.1302071064710617
216,8,0.5774518251419067,0.7014188766479492,-0.11493847519159317
216,12,0.5790900588035583,0.6820597648620605,-0.0845763310790062
217,4,0.5685958862304688,0.5864484310150146,-0.1213102713227272
217,8,0.5878332853317261,0.6799257397651672,-0.09465383738279343
217,12,0.584550142288208,0.6571363210678101,-0.06532906740903854
218,4,0.5699475407600403,0.5616593956947327,-0.11629011482000351
218,8,0.5935989618301392,0.6475032567977905,-0.0813002660870552
218,12,0.5885958671569824,0.6230853796005249,-0.054900407791137695
219,4,0.5728902816772461,0.5359284281730652,-0.11915504187345505
219,8,0.5919943451881409,0.6252805590629578,-0.08828399330377579
219,12,0.5899512767791748,0.5989026427268982,-0.059734974056482315
220,4,0.5749318599700928,0.5253434777259827,-0.12378652393817902
220,8,0.5927826762199402,0.6131060719490051,-0.09919437766075134
220,12,0.5949836373329163,0.5873582363128662,-0.06782487779855728
221,4,0.5809881687164307,0.5355991125106812,-0.12118638306856155
221,8,0.5984063148498535,0.6260828375816345,-0.09713015705347061
221,12,0.6018358469009399,0.5967878103256226,-0.06410824507474899
222,4,0.5857515335083008,0.5422947406768799,-0.11561431735754013
222,8,0.6026492118835449,0.6318334341049194,-0.08274150639772415
222,12,0.6061745882034302,0.6075917482376099,-0.053301915526390076
223,4,0.593937873840332,0.5465594530105591,-0.11471086740493774
223,8,0.607046902179718,0.6382210850715637,-0.08946704119443893
223,12,0.6145180463790894,0.6110913157463074,-0.06007163226604462
224,4,0.6048752069473267,0.5522282123565674,-0.12791015207767487
224,8,0.62074214220047,0.6365739107131958,-0.1033315360546112
224,12,0.6309421062469482,0.6194574236869812,-0.07066384702920914
225,4,0.6136887073516846,0.5498046278953552,-0.11628016829490662
225,8,0.6313236951828003,0.6418334245681763,-0.08567879348993301
225,12,0.6368480324745178,0.6225756406784058,-0.05379977822303772
226,4,0.6151325106620789,0.539275586605072,-0.1129763126373291
226,8,0.6353374719619751,0.6335840225219727,-0.07688213139772415
226,12,0.6380490064620972,0.613915205001831,-0.04595702141523361
227,4,0.6202214360237122,0.5361619591712952,-0.11684923619031906
227,8,0.6349413394927979,0.6307452917098999,-0.07245838642120361
227,12,0.6374732851982117,0.6099705100059509,-0.042168989777565
228,4,0.6176087260246277,0.5627341270446777,-0.13393138349056244
228,8,0.636309027671814,0.6572800874710083,-0.07582280784845352
228,12,0.6388496160507202,0.6288326978683472,-0.05529981479048729
229,4,0.6093604564666748,0.5827808380126953,-0.1136414036154747
229,8,0.6193974018096924,0.6932241320610046,-0.06015860289335251
229,12,0.6285331845283508,0.6647656559944153,-0.035205841064453125
230,4,0.5953695774078369,0.5736428499221802,-0.10753010213375092
230,8,0.6095871329307556,0.6732131838798523,-0.07630880177021027
230,12,0.6095976233482361,0.6518999934196472,-0.04643232002854347
231,4,0.600165843963623,0.5489411950111389,-0.11011799424886703
231,8,0.6212736964225769,0.6537349820137024,-0.0853346511721611
231,12,0.6197093725204468,0.6167251467704773,-0.05687326937913895
232,4,0.6115435361862183,0.545716404914856,-0.14017798006534576
232,8,0.6334040760993958,0.640931248664856,-0.12665438652038574
232,12,0.6435700058937073,0.6235970854759216,-0.0946165919303894
233,4,0.6168755292892456,0.5233034491539001,-0.143385648727417
233,8,0.6378076076507568,0.624431312084198,-0.14262601733207703
233,12,0.6437211036682129,0.5998997092247009,-0.10647730529308319
234,4,0.6038490533828735,0.5158600807189941,-0.15419989824295044
234,8,0.6239093542098999,0.6054970026016235,-0.1461300253868103
234,12,0.6275049448013306,0.573622465133667,-0.11207710206508636
235,4,0.5967493057250977,0.5010724663734436,-0.1568324714899063
235,8,0.6174412965774536,0.5911728739738464,-0.13358719646930695
235,12,0.6187734603881836,0.5551767945289612,-0.10182314366102219
236,4,0.5916445255279541,0.4788430631160736,-0.13563783466815948
236,8,0.6164863705635071,0.574760377407074,-0.11346257477998734
236,12,0.620698869228363,0.5344018340110779,-0.07856377214193344
237,4,0.5901614427566528,0.4503821134567261,-0.14105747640132904
237,8,0.614983081817627,0.5493059158325195,-0.12339834123849869
237,12,0.6200979948043823,0.5109837651252747,-0.08769889175891876
238,4,0.597744345664978,0.408581405878067,-0.13029426336288452
238,8,0.6138953566551208,0.5199244022369385,-0.11673103272914886
238,12,0.6235741376876831,0.4825129806995392,-0.07882191240787506
239,4,0.6016090512275696,0.3675403594970703,-0.12720918655395508
239,8,0.6168524622917175,0.4804616868495941,-0.10642967373132706
239,12,0.6215915083885193,0.4417313039302826,-0.06678201258182526
240,4,0.5889390110969543,0.350028932094574,-0.13065993785858154
240,8,0.6173021197319031,0.4676201045513153,-0.11181870102882385
240,12,0.6274634003639221,0.4375014007091522,-0.07792439311742783
241,4,0.5936432480812073,0.3223680853843689,-0.1457427591085434
241,8,0.6154311895370483,0.43814602494239807,-0.128790944814682
241,12,0.629380464553833,0.4148556888103485,-0.09135608375072479
242,4,0.5911044478416443,0.3086644113063812,-0.13594059646129608
242,8,0.6285944581031799,0.4077650010585785,-0.12703567743301392
242,12,0.6432272791862488,0.3402974307537079,-0.09811227768659592
243,4,0.5885385274887085,0.28610092401504517,-0.1589876264333725
243,8,0.6295666694641113,0.36413612961769104,-0.16160368919372559
243,12,0.6562147736549377,0.2988883852958679,-0.13197946548461914
244,4,0.60132896900177,0.27272558212280273,-0.15536950528621674
244,8,0.6361082792282104,0.35036951303482056,-0.15081878006458282
244,12,0.6521369218826294,0.3097987771034241,-0.11823445558547974
245,4,0.6073930859565735,0.24230022728443146,-0.1385381668806076
245,8,0.6454931497573853,0.3366855978965759,-0.14895550906658173
245,12,0.6620549559593201,0.2961319088935852,-0.11479464173316956
246,4,0.6256633996963501,0.24803227186203003,-0.14336611330509186
246,8,0.656291663646698,0.35370850563049316,-0.14678852260112762
246,12,0.6697572469711304,0.32139140367507935,-0.10685159265995026
247,4,0.6325326561927795,0.26725298166275024,-0.14382319152355194
247,8,0.6647710204124451,0.35626307129859924,-0.15026096999645233
247,12,0.6755549907684326,0.32822972536087036,-0.11370037496089935
248,4,0.650938093662262,0.2863653302192688,-0.14828792214393616
248,8,0.6759254336357117,0.3656608462333679,-0.16169440746307373
248,12,0.6904056072235107,0.3478652834892273,-0.12512002885341644
249,4,0.6808323264122009,0.28930598497390747,-0.13597054779529572
249,8,0.7099232077598572,0.3824493885040283,-0.1477825790643692
249,12,0.7201435565948486,0.3526022732257843,-0.11313118785619736
250,4,0.7074016332626343,0.26685822010040283,-0.148175448179245
